subject,course_code,course_title,weekdays,time,location
NUR1,339,Applied Health and Physical Assessment/Anatomy 2.,R,08:35 am-10:55 am,SH680 2006
NUR1,339,Applied Health and Physical Assessment/Anatomy 2.,R,11:35 am-01:55 pm,SH680 2006
NUR1,339,Applied Health and Physical Assessment/Anatomy 2.,R,02:35 pm-04:55 pm,SH680 2006
NUR1,339,Applied Health and Physical Assessment/Anatomy 2.,F,11:35 am-01:55 pm,SH680 2006
NUR1,423,Leading Change: Policy and Practice.,M,08:35 am-11:25 am,STBIO S1/4
NUR1,431,Community Health Nursing Practicum.,M,02:05 pm-03:55 pm,SH688 1047
NUR1,431,Community Health Nursing Practicum.,R,02:05 pm-03:55 pm,SH688 1041
NUR1,432,Community Health Nursing Project.,W,02:35 pm-05:25 pm,MCMED 504
NUR1,432,Community Health Nursing Project.,W,09:05 am-11:55 am,MCMED 208/9
NUR1,432,Community Health Nursing Project.,MTWRFSU,07:05 am-11:59 pm,CLSET
NUR1,529,Critical Care Nursing.,W,02:35 pm-05:25 pm,MCMED 210/11
NUR1,529,Critical Care Nursing.,M,09:05 am-11:55 am,MCMED 521
NUR2,501,Integrated Health Sciences 2.,MW,12:35 pm-02:25 pm,SH680 1822
NUR2,511,Practice of Nursing 2.,M,08:35 am-11:25 am,SH680 1914
NUR2,516,Perspectives on Global Health.,T,08:35 am-11:25 am,SH680 1825
NUR2,518,Nursing Clinical Skills Laboratory 2.,M,03:05 pm-05:25 pm,SH680 2010
NUR2,535,Health Assessment/Anatomy 2.,T,02:35 pm-04:55 pm,SH680 2006
NUR2,610,Ambulatory/Community Care.,R,08:35 am-11:25 am,SH680 1925
NUR2,610,Ambulatory/Community Care.,R,12:35 pm-03:25 pm,SH680 1916
NUR2,610,Ambulatory/Community Care.,F,01:05 pm-02:55 pm,SH680 1916
NUR2,610,Ambulatory/Community Care.,R,08:35 am-11:25 am,SH680 1925
NUR2,610,Ambulatory/Community Care.,R,12:35 pm-03:25 pm,SH680 1916
NUR2,610,Ambulatory/Community Care.,F,08:35 am-11:25 am,SH680 1825
NUR2,610,Ambulatory/Community Care.,F,12:35 pm-03:25 pm,SH680 1825
NUR2,610,Ambulatory/Community Care.,R,08:35 am-11:25 am,SH680 2020
NUR2,610,Ambulatory/Community Care.,R,12:35 pm-02:25 pm,SH680 2020
NUR2,611,Policy Leadership in Nursing.,M,02:35 pm-05:25 pm,ARTS W-215
NUR2,611,Policy Leadership in Nursing.,M,02:35 pm-05:25 pm,ARTS 260
NUR2,614,Reasoning in Primary Care Practice 2.,R,02:35 pm-05:25 pm,SH680 1825
NUR2,618,Clinical in Family Systems Nursing 2.,R,08:35 am-11:25 am,SH680 1825
NUR2,618,Clinical in Family Systems Nursing 2.,R,08:35 am-11:25 am,SH680 1820
NUR2,626,Professional Issues in Nursing.,R,11:35 am-02:25 pm,SH680 1825
NUR2,630,Clinical Project 1.,T,12:35 pm-03:25 pm,SH680 1825
NUR2,630,Clinical Project 1.,T,12:35 pm-03:25 pm,SH680 1914
NUR2,632,Clinical Project 3.,W,08:35 am-11:25 am,SH680 2020
NUR2,632,Clinical Project 3.,W,08:35 am-11:25 am,SH680 1916
NUR2,634,Clinical Assessment and Therapeutics 2.,W,11:35 am-02:25 pm,BRONF 151
NUR2,642,Ethics in Advanced Practice.,W,11:35 am-02:25 pm,ARTS 150
NUR2,642,Ethics in Advanced Practice.,W,11:35 am-02:25 pm,LEA 14
NUR2,645,Pharmacology for Pediatric Nurse Practitioners.,R,02:35 pm-05:25 pm,SH680 1820
NUR2,646,Pharmacology for Primary Care Nurse Practitioners.,R,02:35 pm-05:25 pm,SH680 2020
NUR2,647,Pharmacology for Mental Health Nurse Practitioners.,R,12:35 pm-03:25 pm,SH680 1925
NUR2,661,Reasoning in Neonatology 2.,W,08:35 am-03:25 pm,SH680 1920
NUR2,673,Reasoning in Primary Care 4.,MW,09:05 am-03:55 pm,SH680 1925
NUR2,674,Reasoning in Primary Care 5.,MW,09:05 am-03:55 pm,SH680 1925
NUR2,678,Reasoning in Adult Care 2.,W,08:35 am-12:25 pm,SH680 1825
NUR2,683,Reasoning in Pediatrics 4.,WF,09:05 am-03:55 pm,SH680 1820
NUR2,684,Reasoning in Pediatrics 5.,WF,09:05 am-03:55 pm,SH680 1820
NUR2,688,Reasoning in Adult Care 4.,MW,02:35 pm-05:25 pm,SH680 1914
NUR2,690,Reasoning in Mental Health 1.,M,08:35 am-11:25 am,SH680 1920
NUR2,693,Reasoning in Mental Health 4.,M,09:05 am-11:55 am,SH680 1820
NUR2,693,Reasoning in Mental Health 4.,M,01:05 pm-03:55 pm,SH680 1820
NUTR,217,Application: Food Fundamentals.,F,11:35 am-02:25 pm,RAYMND 2-045
NUTR,217,Application: Food Fundamentals.,T,09:05 am-09:55 am,CENTEN 212
NUTR,217,Application: Food Fundamentals.,T,10:05 am-12:55 pm,CENTEN 215
NUTR,217,Application: Food Fundamentals.,T,01:05 pm-01:55 pm,CENTEN 212
NUTR,217,Application: Food Fundamentals.,T,02:05 pm-04:55 pm,CENTEN 215
NUTR,310,Professional Practice Stage 2A.,M,02:35 pm-05:25 pm,CENTEN 1-163
NUTR,322,Applied Sciences Communication.,M,08:35 am-10:25 am,CENTEN 1-163
NUTR,322,Applied Sciences Communication.,R,08:35 am-11:25 am,CENTEN 1-163
NUTR,322,Applied Sciences Communication.,M,08:35 am-10:25 am,CENTEN 1-162
NUTR,322,Applied Sciences Communication.,R,08:35 am-11:25 am,CENTEN 1-162
NUTR,337,Nutrition Through Life.,TR,01:05 pm-02:25 pm,RAYMND 2-046
NUTR,343,Financial Management and Accounting.,R,02:35 pm-05:25 pm,CENTEN 1-150
NUTR,344,Clinical Nutrition 1.,T,02:35 pm-04:55 pm,RAYMND 2-045
NUTR,344,Clinical Nutrition 1.,R,02:35 pm-04:55 pm,RAYMND 2-045
NUTR,346,Applied Food Service Management.,F,09:35 am-11:25 am,RAYMND 3-048
NUTR,346,Applied Food Service Management.,M,09:35 am-10:25 am,CENTEN 212
NUTR,346,Applied Food Service Management.,M,10:35 am-02:25 pm,CENTEN 215
NUTR,346,Applied Food Service Management.,W,09:35 am-10:25 am,CENTEN 212
NUTR,346,Applied Food Service Management.,W,10:35 am-02:25 pm,CENTEN 215
NUTR,408,Professional Practice Stage 3A.,M,02:35 pm-04:25 pm,RAYMND 3-048
NUTR,408,Professional Practice Stage 3A.,W,02:35 pm-04:25 pm,CENTEN 1-163
NUTR,438,Interviewing and Counselling.,MW,08:35 am-11:25 am,CENTEN 1-150
NUTR,438,Interviewing and Counselling.,R,08:35 am-10:25 am,CENTEN 1-150
NUTR,503,Nutrition and Exercise.,M,08:35 am-11:25 am,RAYMND 4-047
NUTR,507,Advanced Nutritional Biochemistry.,T,02:35 pm-05:25 pm,RAYMND 3-047
NUTR,603,Credentialing in Dietetics.,M,02:35 pm-05:25 pm,CENTEN 1-163
NUTR,606,Human Nutrition Research Methods.,W,09:35 am-12:25 pm,RAYMND 1-042
NUTR,607,Counselling in Professional Practice .,MW,08:35 am-11:25 am,CENTEN 1-150
NUTR,607,Counselling in Professional Practice .,M,02:35 pm-04:25 pm,RAYMND 3-048
NUTR,607,Counselling in Professional Practice .,W,02:35 pm-04:25 pm,CENTEN 1-163
NUTR,607,Counselling in Professional Practice .,R,08:35 am-10:25 am,CENTEN 1-150
NUTR,697,MSc Final Presentation.,T,10:05 am-11:25 am,RAYMND 2-046
OCC1,443,Constructing Mental Health.,W,02:35 pm-05:25 pm,MCMED 330
OCC1,500D2,Pre-Clinical Practicum Seminar.,W,01:35 pm-04:25 pm,MCMED 522
OCC1,500D2,Pre-Clinical Practicum Seminar.,F,12:35 pm-03:25 pm,MCMED 206/7
OCC1,500D2,Pre-Clinical Practicum Seminar.,W,01:35 pm-04:25 pm,MCMED 210/11
OCC1,500D2,Pre-Clinical Practicum Seminar.,W,01:35 pm-04:25 pm,MCMED 210/11
OCC1,500D2,Pre-Clinical Practicum Seminar.,W,01:35 pm-04:25 pm,MCMED 210/11
OCC1,547,Occupational Solutions 1.,M,11:35 am-01:25 pm,MCMED 330
OCC1,547,Occupational Solutions 1.,R,09:35 am-12:25 pm,MCMED 210/11
OCC1,547,Occupational Solutions 1.,R,09:35 am-12:25 pm,MCMED 210/11
OCC1,547,Occupational Solutions 1.,R,09:35 am-12:25 pm,MCMED 210/11
OCC1,547,Occupational Solutions 1.,W,11:35 am-01:25 pm,MCMED 330
OCC1,547,Occupational Solutions 1.,R,08:35 am-12:25 pm,HOSMER 105
OCC1,547,Occupational Solutions 1.,R,08:35 am-12:55 pm,HOSMER 17
OCC1,547,Occupational Solutions 1.,R,08:35 am-12:55 pm,HOSMER 301
OCC1,547,Occupational Solutions 1.,R,08:35 am-12:55 pm,HOSMER 12A
OCC1,547,Occupational Solutions 1.,R,08:35 am-12:55 pm,HOSMER 16
OCC1,547,Occupational Solutions 1.,M,11:35 am-01:25 pm,DAVIS 3
OCC1,547,Occupational Solutions 1.,M,11:35 am-01:25 pm,DAVIS 20
OCC1,548,Holistic Approaches in OT.,TR,12:35 pm-02:25 pm,MCMED 206/7
OCC1,548,Holistic Approaches in OT.,R,12:35 pm-02:25 pm,DAVIS 3
OCC1,548,Holistic Approaches in OT.,R,01:05 pm-02:25 pm,EDUC 216
OCC1,549,Therapeutic Strategies in OT 2.,M,08:35 am-10:25 am,MCMED 330
OCC1,549,Therapeutic Strategies in OT 2.,F,08:05 am-11:55 am,MCMED
OCC1,549,Therapeutic Strategies in OT 2.,M,01:35 pm-05:25 pm,HOSMER 102
OCC1,549,Therapeutic Strategies in OT 2.,W,08:35 am-10:25 am,MCMED 206/7
OCC1,549,Therapeutic Strategies in OT 2.,M,01:35 pm-05:25 pm,HOSMER 104
OCC1,549,Therapeutic Strategies in OT 2.,M,01:35 pm-05:25 pm,HOSMER 12A
OCC1,549,Therapeutic Strategies in OT 2.,M,01:35 pm-05:25 pm,HOSMER 17
OCC1,549,Therapeutic Strategies in OT 2.,M,01:35 pm-05:25 pm,HOSMER 16
OCC1,551,Psychosocial Practice in OT.,T,08:35 am-11:25 am,EDUC 627
OCC1,551,Psychosocial Practice in OT.,R,02:05 pm-05:55 pm,SH680 900
OCC1,551,Psychosocial Practice in OT.,TR,02:35 pm-05:25 pm,MCMED 330
OCC1,551,Psychosocial Practice in OT.,T,02:35 pm-05:25 pm,HOSMER 105
OCC1,551,Psychosocial Practice in OT.,T,02:35 pm-05:25 pm,HOSMER 12A
OCC1,551,Psychosocial Practice in OT.,T,02:35 pm-05:25 pm,HOSMER 17
OCC1,551,Psychosocial Practice in OT.,T,02:35 pm-05:25 pm,HOSMER 16
OCC1,600J3,Clinical Practicum Seminars.,W,08:35 am-11:25 am,EDUC 627
OCC1,622,Community-Based OT.,TR,08:35 am-11:25 am,MCMED 206/7
OCC1,623,Assistive Technology.,F,08:35 am-11:25 am,MCMED 206/7
OCC1,623,Assistive Technology.,F,01:05 pm-02:25 pm,HOSMER 17
OCC1,625,Functional Environments.,T,11:35 am-02:25 pm,DAVIS 20
OCCH,604,Monitoring Occupational Environment.,W,02:35 pm-05:25 pm,MC2001 1203
OCCH,605,Physical Health Hazards.,TR,02:35 pm-05:25 pm,MC2001 1203
OCCH,608,Biological Hazards.,TR,10:05 am-11:25 am,MC2001 1203
OCCH,615,Occupational Safety Practice.,M,11:35 am-02:25 pm,MC2001 1203
ONCO,610D2,Fundamentals of Oncology and Cancer Research.,M,09:05 am-11:55 am,000885 740A
ONCO,611,Proteomics for Precision Medicine.,F,09:05 am-11:55 am,000885 740A
ONCO,620,Best Practices in Biomedical Research.,M,02:05 pm-04:55 pm,000885 740A
ORGB,321,Leadership.,MW,11:35 am-12:55 pm,BRONF 001
ORGB,325,Negotiations and Conflict Resolution.,W,02:35 pm-05:25 pm,ARMST 255
ORGB,330,People Analytics.,MW,04:05 pm-05:25 pm,BRONF 310
ORGB,380,Cross Cultural Management.,TR,10:05 am-11:25 am,ARMST 260
ORGB,421,Managing Organizational Change.,MW,01:05 pm-02:25 pm,BRONF 001
ORGB,423,Human Resources Management.,TR,02:35 pm-03:55 pm,BRONF 002
ORGB,440,Career Theory and Development.,TR,10:05 am-11:25 am,BRONF 310
ORGB,633,Managerial Negotiations.,R,02:35 pm-05:25 pm,ARMST 255
ORGB,671,Talent Analytics.,TR,01:05 pm-02:25 pm,ARMST 260
ORGB,672,Organizational Network Analysis.,TR,01:05 pm-02:25 pm,ARMST 260
ORGB,672,Organizational Network Analysis.,R,01:05 pm-04:25 pm,MCMED 325
ORGB,672,Organizational Network Analysis.,R,01:05 pm-04:25 pm,MCMED 325
ORGB,672,Organizational Network Analysis.,R,01:05 pm-04:25 pm,MCMED 325
ORGB,672,Organizational Network Analysis.,R,01:05 pm-03:55 pm,MCMED 201
ORGB,672,Organizational Network Analysis.,R,01:05 pm-03:55 pm,MCMED 221
ORGB,672,Organizational Network Analysis.,R,01:05 pm-03:55 pm,MCMED 203
ORGB,672,Organizational Network Analysis.,R,01:05 pm-03:55 pm,MCMED 202
ORGB,672,Organizational Network Analysis.,R,02:05 pm-05:25 pm,MCMED 325
ORGB,672,Organizational Network Analysis.,R,01:05 pm-04:25 pm,MCMED 325
ORGB,672,Organizational Network Analysis.,R,01:05 pm-04:25 pm,MCMED 325
ORGB,672,Organizational Network Analysis.,W,09:05 am-11:55 am,MCMED 337
ORGB,672,Organizational Network Analysis.,W,09:05 am-11:55 am,MCMED 336
ORGB,672,Organizational Network Analysis.,W,09:05 am-11:55 am,MCMED 335
ORGB,672,Organizational Network Analysis.,T,01:05 pm-03:55 pm,MCMED 220
ORGB,672,Organizational Network Analysis.,T,01:05 pm-03:55 pm,MCMED 335
ORGB,672,Organizational Network Analysis.,T,01:05 pm-03:55 pm,MCMED 221
ORGB,672,Organizational Network Analysis.,T,01:05 pm-03:55 pm,MCMED 205
PAED,301,TCP Pediatrics.,M,11:10 am-12:00 pm,000890 A2040A
PAED,301,TCP Pediatrics.,F,09:00 am-09:50 am,000890 A2040D
PAED,301,TCP Pediatrics.,F,10:00 am-11:30 am,000890 A2040D
PARA,410,Environment and Infection.,MW,10:05 am-11:25 am,MACSTW B-016
PARA,424,Fundamental Parasitology.,TR,01:05 pm-02:25 pm,BARTON 1-015
PARA,424,Fundamental Parasitology.,M,09:35 am-12:25 pm,MACSTW B-023
PARA,515,"Water, Health and Sanitation.",TR,11:35 am-12:55 pm,RAYMND 3-048
PARA,606,Parasitology Seminar.,F,11:35 am-12:55 pm,RAYMND 4-047
PARA,607,Parasitology Research Seminar.,F,11:35 am-12:55 pm,RAYMND 4-047
PARA,635,Cell Biology and Infection.,T,02:35 pm-05:25 pm,NOROOM NEEDED
PARA,710,Parasitology Ph.D. Seminar 1.,F,11:35 am-12:55 pm,RAYMND 4-047
PATH,300,Human Disease.,TR,10:05 am-11:25 am,SADB 2/36
PATH,504,Disease in Depth.,T,01:05 pm-03:55 pm,DUFF
PATH,607,Biochemical Pathology.,T,02:05 pm-04:55 pm,MCCC EM3.2225
PATH,613,Research Topics in Pathology 1.,M,01:05 pm-04:55 pm,DUFF
PATH,620,Research Seminar 1.,M,01:05 pm-04:55 pm,DUFF
PHAR,201,Introduction to Pharmacology 2.,F,02:35 pm-03:25 pm,STBIO S1/3
PHAR,301,Drugs and Disease.,TR,11:35 am-12:55 pm,LEA 26
PHAR,303,Principles of Toxicology.,TR,01:05 pm-02:25 pm,MCMED 521
PHAR,508,Drug Discovery and Development 3.,TR,02:35 pm-03:55 pm,MCMED 1027
PHAR,510,New Advances in Antimicrobial.,M,01:05 pm-03:55 pm,MCMED 333
PHAR,510,New Advances in Antimicrobial.,M,01:05 pm-03:55 pm,MCMED 521
PHAR,510,New Advances in Antimicrobial.,M,01:05 pm-03:55 pm,MCMED 333
PHAR,510,New Advances in Antimicrobial.,M,01:05 pm-03:55 pm,MCMED 519
PHAR,510,New Advances in Antimicrobial.,M,01:05 pm-03:55 pm,MCMED 521
PHAR,510,New Advances in Antimicrobial.,M,01:05 pm-03:55 pm,MCMED 333
PHAR,510,New Advances in Antimicrobial.,W,01:05 pm-03:55 pm,MCMED 333
PHAR,565,Epigenetic Drugs and Targets.,TR,01:05 pm-02:25 pm,MCMED 1345
PHAR,610,Scientific Communication for Pharmacologists.,W,08:35 am-10:25 am,MCMED 1345
PHGY,210,Mammalian Physiology 2.,MWF,08:35 am-09:25 am,SADB M-1
PHGY,210,Mammalian Physiology 2.,MWF,12:35 pm-01:25 pm,LEA 132
PHGY,210,Mammalian Physiology 2.,T,06:05 pm-08:55 pm,LEA 26
PHGY,210,Mammalian Physiology 2.,T,06:05 pm-08:55 pm,LEA 132
PHGY,210,Mammalian Physiology 2.,T,06:05 pm-08:55 pm,LEA 219
PHGY,210,Mammalian Physiology 2.,T,06:05 pm-08:55 pm,STBIO N2/2
PHGY,210,Mammalian Physiology 2.,T,06:05 pm-08:55 pm,MCMED 521
PHGY,210,Mammalian Physiology 2.,T,06:05 pm-08:55 pm,ADAMS AUD
PHGY,210,Mammalian Physiology 2.,T,06:05 pm-08:55 pm,MAASS 112
PHGY,210,Mammalian Physiology 2.,T,06:05 pm-08:55 pm,MCMED 504
PHGY,210,Mammalian Physiology 2.,T,06:05 pm-08:55 pm,MCMED 522
PHGY,210,Mammalian Physiology 2.,T,06:05 pm-08:55 pm,STBIO S1/3
PHGY,213,Introductory Physiology Laboratory 2.,M,05:35 pm-06:25 pm,LEA 219
PHGY,213,Introductory Physiology Laboratory 2.,M,01:35 pm-04:55 pm,MCMED 1010
PHGY,213,Introductory Physiology Laboratory 2.,T,01:35 pm-04:55 pm,MCMED 1010
PHGY,213,Introductory Physiology Laboratory 2.,W,01:35 pm-04:55 pm,MCMED 1010
PHGY,213,Introductory Physiology Laboratory 2.,R,01:35 pm-04:55 pm,MCMED 1010
PHGY,312,"Respiratory, Renal, and Cardiovascular Physiology.",MWF,12:35 pm-01:25 pm,LEA 232
PHGY,313,"Blood, Gastrointestinal, and Immune Systems Physiology.",MWF,11:35 am-12:25 pm,LEA 232
PHGY,351,Research Techniques: Physiology.,TR,09:05 am-09:55 am,MCMED 1019
PHGY,351,Research Techniques: Physiology.,T,10:05 am-12:55 pm,MCMED 1010
PHGY,459D2,Physiology Seminar.,M,08:35 am-10:25 am,MCMED 1019
PHGY,502,Exercise Physiology.,F,08:35 am-10:25 am,MCMED 1027
PHGY,513,Translational Immunology.,MW,01:05 pm-02:25 pm,MCMED 1027
PHGY,516,Physiology of Blood .,M,02:35 pm-05:25 pm,MCMED 1027
PHGY,531,Topics in Applied Immunology.,T,03:05 pm-04:55 pm,MCMED 1101
PHGY,552,Cellular and Molecular Physiology.,T,08:35 am-10:25 am,MCMED 1101
PHGY,552,Cellular and Molecular Physiology.,R,10:35 am-11:25 am,MCMED 1101
PHGY,556,Topics in Systems Neuroscience.,R,02:35 pm-05:25 pm,SH688 1371
PHGY,560,Light Microscopy-Life Science.,MW,10:35 am-12:25 pm,MCMED 1101
PHGY,721,Ph.D. Seminar Course 2.,F,10:05 am-10:55 am,MCMED 1101
PHGY,722,Ph.D. Seminar Course 3.,F,10:05 am-10:55 am,MCMED 1101
PHGY,723,Ph.D. Seminar Course 4.,F,10:05 am-10:55 am,MCMED 1101
PHGY,724,Ph.D. Seminar Course 5.,F,10:05 am-10:55 am,MCMED 1101
PHIL,202,The Good Life.,MWF,10:35 am-11:25 am,ENGMC 304
PHIL,237,Contemporary Moral Issues.,MWF,12:35 pm-01:25 pm,ADAMS AUD
PHIL,301,Philosophical Fundamentals.,TR,04:05 pm-05:25 pm,LEA 927
PHIL,310,Intermediate Logic.,TR,02:35 pm-03:55 pm,LEA 109
PHIL,334,Ethical Theory.,TR,11:35 am-12:55 pm,ARTS 150
PHIL,341,Philosophy of Science 1.,WF,09:35 am-10:55 am,LEA 110
PHIL,344,Medieval and Renaissance Political Theory.,WF,11:35 am-12:55 pm,ENGMD 276
PHIL,348,Philosophy of Law 1.,MWF,11:35 am-12:25 pm,STBIO S1/3
PHIL,348,Philosophy of Law 1.,F,10:35 am-11:25 am,SH688 361
PHIL,348,Philosophy of Law 1.,F,11:35 am-12:25 pm,EDUC 338
PHIL,348,Philosophy of Law 1.,F,10:35 am-11:25 am,ENGMC 12
PHIL,348,Philosophy of Law 1.,F,11:35 am-12:25 pm,ENGMC 12
PHIL,349,Environmental Philosophy.,TR,11:35 am-12:55 pm,ENGTR 0060
PHIL,355,Aristotle.,TR,01:05 pm-02:25 pm,BIRKS 203
PHIL,367,19th Century Philosophy.,MW,04:05 pm-05:25 pm,BIRKS 203
PHIL,411,Topics in Philosophy of Logic and Mathematics.,TR,11:35 am-12:55 pm,EDUC 338
PHIL,415,Philosophy of Language.,TR,08:35 am-09:55 am,BURN 1104
PHIL,419,Epistemology.,TR,11:35 am-12:55 pm,LEA 15
PHIL,421,Metaphysics.,MW,04:05 pm-05:25 pm,SH688 1085
PHIL,427,Topics in Critical Philosophy of Race.,TR,08:35 am-09:55 am,SH688 365
PHIL,436,Aesthetics 2.,TR,04:05 pm-05:25 pm,EDUC 629
PHIL,444,Early Modern Political Theory.,TR,02:35 pm-03:55 pm,LEA 927
PHIL,446,Current Issues in Political Philosophy.,TR,02:35 pm-03:55 pm,ENGTR 0060
PHIL,452,Later Greek Philosophy.,TR,02:35 pm-03:55 pm,BIRKS 203
PHIL,474,Phenomenology.,TR,02:35 pm-03:55 pm,MAASS 217
PHIL,481,Topics in Philosophy.,TR,04:05 pm-05:25 pm,BIRKS 205
PHIL,606,Seminar: Philosophy of Mind.,M,08:35 am-11:25 am,LEA 927
PHIL,611,Seminar: Philosophy of Logic and Mathematics.,R,11:35 am-02:25 pm,LEA 517
PHIL,621,Seminar: Metaphysics.,M,04:05 pm-06:55 pm,LEA 927
PHIL,643,Seminar: Medical Ethics.,W,02:35 pm-05:25 pm,MC2001 1135
PHIL,656,Medieval Philosophy.,T,11:35 am-02:25 pm,BIRKS 004A
PHIL,661,Seminar: 18th Century Philosophy.,W,08:35 am-11:25 am,LEA 927
PHTH,301D2,Sports Medicine Practicum.,M,11:35 am-12:25 pm,HOSMCH 10
PHTH,450,Introduction to PT Clinical Practice.,T,12:35 pm-02:25 pm,DAVIS 3
PHTH,450,Introduction to PT Clinical Practice.,F,11:35 am-02:25 pm,HOSMER 102
PHTH,450,Introduction to PT Clinical Practice.,F,11:35 am-02:25 pm,HOSMER 104
PHTH,450,Introduction to PT Clinical Practice.,F,11:35 am-02:25 pm,DAVIS 3
PHTH,560,Integrated Orthopedic Management.,M,02:35 pm-05:25 pm,MCMED 206/7
PHTH,560,Integrated Orthopedic Management.,W,09:35 am-01:25 pm,MCMED 521
PHTH,560,Integrated Orthopedic Management.,TW,08:35 am-12:25 pm,HOSMCH 10
PHTH,560,Integrated Orthopedic Management.,T,12:35 pm-01:25 pm,HOSMCH 10
PHTH,560,Integrated Orthopedic Management.,W,12:35 pm-01:25 pm,HOSMCH 10
PHTH,560,Integrated Orthopedic Management.,TW,08:35 am-12:25 pm,HOSMCH 11
PHTH,560,Integrated Orthopedic Management.,TW,08:35 am-12:25 pm,HOSMER 104
PHTH,560,Integrated Orthopedic Management.,TW,08:35 am-12:25 pm,HOSMER 102
PHTH,560,Integrated Orthopedic Management.,T,12:35 pm-01:25 pm,HOSMER 104
PHTH,560,Integrated Orthopedic Management.,W,12:35 pm-01:25 pm,HOSMER 102
PHTH,561,Integrated Neurological Rehabilitation.,T,02:35 pm-05:25 pm,STBIO N2/2
PHTH,561,Integrated Neurological Rehabilitation.,R,02:35 pm-05:25 pm,HOSMCH 11
PHTH,561,Integrated Neurological Rehabilitation.,W,02:35 pm-05:25 pm,HOSMCH 11
PHTH,561,Integrated Neurological Rehabilitation.,W,02:35 pm-05:25 pm,HOSMCH 10
PHTH,561,Integrated Neurological Rehabilitation.,W,02:35 pm-05:25 pm,HOSMER 104
PHTH,561,Integrated Neurological Rehabilitation.,W,02:35 pm-05:25 pm,HOSMER 102
PHTH,561,Integrated Neurological Rehabilitation.,R,02:35 pm-05:25 pm,HOSMER 102
PHTH,561,Integrated Neurological Rehabilitation.,R,02:35 pm-05:25 pm,HOSMER 104
PHTH,561,Integrated Neurological Rehabilitation.,R,02:35 pm-05:25 pm,HOSMCH 10
PHTH,561,Integrated Neurological Rehabilitation.,W,02:35 pm-05:25 pm,MCMED 206/7
PHTH,564,Integrated Cardiorespiratory Rehabilitation.,M,08:35 am-10:25 am,MCMED 206/7
PHTH,564,Integrated Cardiorespiratory Rehabilitation.,R,08:35 am-11:25 am,MCMED 206/7
PHTH,564,Integrated Cardiorespiratory Rehabilitation.,F,08:35 am-11:25 am,HOSMCH 10
PHTH,564,Integrated Cardiorespiratory Rehabilitation.,F,12:35 pm-03:25 pm,HOSMCH 10
PHTH,564,Integrated Cardiorespiratory Rehabilitation.,R,08:35 am-11:25 am,HOSMCH 10
PHTH,564,Integrated Cardiorespiratory Rehabilitation.,R,08:35 am-11:25 am,HOSMCH 11
PHTH,564,Integrated Cardiorespiratory Rehabilitation.,F,08:35 am-11:25 am,HOSMCH 11
PHTH,622,Integrated Pain Management.,TR,11:35 am-02:25 pm,MCMED 330
PHYS,102,Introductory Physics - Electromagnetism.,TR,11:35 am-12:55 pm,LEA 132
PHYS,102,Introductory Physics - Electromagnetism.,M,08:35 am-10:25 am,WONG 0070
PHYS,102,Introductory Physics - Electromagnetism.,T,01:35 pm-03:25 pm,WONG 0070
PHYS,102,Introductory Physics - Electromagnetism.,W,01:35 pm-03:25 pm,WONG 0070
PHYS,102,Introductory Physics - Electromagnetism.,R,01:35 pm-03:25 pm,WONG 0070
PHYS,102,Introductory Physics - Electromagnetism.,F,01:35 pm-03:25 pm,WONG 0070
PHYS,102,Introductory Physics - Electromagnetism.,M,03:35 pm-05:25 pm,WONG 0070
PHYS,102,Introductory Physics - Electromagnetism.,T,03:35 pm-05:25 pm,WONG 0070
PHYS,102,Introductory Physics - Electromagnetism.,W,03:35 pm-05:25 pm,WONG 0070
PHYS,102,Introductory Physics - Electromagnetism.,R,03:35 pm-05:25 pm,WONG 0070
PHYS,102,Introductory Physics - Electromagnetism.,F,08:35 am-10:25 am,WONG 0070
PHYS,102,Introductory Physics - Electromagnetism.,M,10:35 am-12:25 pm,WONG 0070
PHYS,102,Introductory Physics - Electromagnetism.,T,08:35 am-10:25 am,WONG 0070
PHYS,102,Introductory Physics - Electromagnetism.,W,08:35 am-10:25 am,WONG 0070
PHYS,102,Introductory Physics - Electromagnetism.,M,01:35 pm-03:25 pm,WONG 0070
PHYS,102,Introductory Physics - Electromagnetism.,R,08:35 am-10:25 am,WONG 0070
PHYS,102,Introductory Physics - Electromagnetism.,F,10:35 am-12:25 pm,WONG 0070
PHYS,102,Introductory Physics - Electromagnetism.,F,03:35 pm-05:25 pm,WONG 0070
PHYS,102,Introductory Physics - Electromagnetism.,W,07:05 pm-08:55 pm,ADAMS AUD
PHYS,102,Introductory Physics - Electromagnetism.,W,07:05 pm-08:55 pm,LEA 132
PHYS,108,E&M Laboratory (Life Sciences).,W,03:35 pm-05:25 pm,WONG 0070
PHYS,142,Electromagnetism and Optics.,MWF,01:35 pm-02:25 pm,LEA 132
PHYS,142,Electromagnetism and Optics.,F,02:35 pm-05:25 pm,WONG 0190
PHYS,142,Electromagnetism and Optics.,T,02:35 pm-05:25 pm,WONG 0190
PHYS,142,Electromagnetism and Optics.,M,02:35 pm-05:25 pm,WONG 0190
PHYS,142,Electromagnetism and Optics.,R,02:35 pm-05:25 pm,WONG 0190
PHYS,142,Electromagnetism and Optics.,F,02:35 pm-05:25 pm,WONG 0190
PHYS,142,Electromagnetism and Optics.,T,02:35 pm-05:25 pm,WONG 0190
